price,date
578.2331257605830,2015-07-01
588.0464806546210,2015-07-02
587.9885776568530,2015-07-06
586.1346570328180,2015-07-07
588.4276682726420,2015-07-08
591.4132028939930,2015-07-09
600.3261186450100,2015-07-10
604.382772247068,2015-07-13
613.952095322586,2015-07-14
609.9358137521000,2015-07-15
610.7790858606180,2015-07-16
619.0271048687190,2015-07-17
613.9981995396280,2015-07-20
621.4834121711970,2015-07-21
621.834730748082,2015-07-22
626.6836857278670,2015-07-23
632.2682872652360,2015-07-24
630.9878363704930,2015-07-27
626.5470457044780,2015-07-28
616.2682766722130,2015-07-29
620.8068355971810,2015-07-30
613.6583503425870,2015-07-31
609.178721749413,2015-08-03
615.4761780718160,2015-08-04
620.6614545347290,2015-08-05
623.1347616707820,2015-08-06
625.3238126990660,2015-08-07
625.028885766354,2015-08-10
622.3749105550690,2015-08-11
617.7090193755100,2015-08-12
618.7017955533100,2015-08-13
618.7952134762950,2015-08-14
618.6023435257570,2015-08-17
618.4886609150900,2015-08-18
619.3425549941280,2015-08-19
620.8410199520490,2015-08-20
614.8137838409220,2015-08-21
617.2317716865420,2015-08-24
623.0103647193700,2015-08-25
624.9926854406410,2015-08-26
626.174709702668,2015-08-27
625.0511905378940,2015-08-28
627.5585868087320,2015-08-31
634.6941621455900,2015-09-01
634.0070867774370,2015-09-02
631.918929943422,2015-09-03
637.3004951860640,2015-09-04
636.1323940819730,2015-09-08
639.8064171262550,2015-09-09
643.0175363902950,2015-09-10
640.7102032400750,2015-09-11
642.369331921791,2015-09-14
645.4791535545480,2015-09-15
647.6898448384810,2015-09-16
650.6841726664910,2015-09-17
648.2741126313590,2015-09-18
658.4353842379220,2015-09-21
654.3144478986380,2015-09-22
656.6771168195430,2015-09-23
661.4067985784680,2015-09-24
661.8238911699530,2015-09-25
659.375484596278,2015-09-28
663.7500312231890,2015-09-29
665.5384119746430,2015-09-30
664.3325796113270,2015-10-01
664.8733502680430,2015-10-02
668.8113189571970,2015-10-05
669.6772986609830,2015-10-06
666.6739837732160,2015-10-07
663.4236576527870,2015-10-08
663.8935184900300,2015-10-09
673.0880946639730,2015-10-12
674.3927271637090,2015-10-13
679.2238445508100,2015-10-14
674.7708109022510,2015-10-15
680.9175184776750,2015-10-16
681.3574549150740,2015-10-19
679.1085127522660,2015-10-20
685.8079275861970,2015-10-21
681.2764965352840,2015-10-22
684.1761549403670,2015-10-23
688.410354058687,2015-10-26
688.6649093127340,2015-10-27
690.3729503291730,2015-10-28
697.9306366094600,2015-10-29
700.7975108770570,2015-10-30
696.7394894203010,2015-11-02
700.5065287371000,2015-11-03
707.3623873555610,2015-11-04
710.6418898970750,2015-11-05
707.7928313860020,2015-11-06
713.3380450485240,2015-11-09
709.701076341406,2015-11-10
707.6028881302550,2015-11-11
709.5699655329160,2015-11-12
705.9793408821640,2015-11-13
698.2294813308620,2015-11-16
696.5631910530510,2015-11-17
695.625338652889,2015-11-18
690.9945085040940,2015-11-19
693.7333889025100,2015-11-20
700.0047913452900,2015-11-23
697.681071633948,2015-11-24
697.0743996692540,2015-11-25
700.6551674710220,2015-11-27
702.0767310824860,2015-11-30
701.0971504609200,2015-12-01
701.5248938286570,2015-12-02
697.3069516420910,2015-12-03
690.1040563798310,2015-12-04
685.9663649111820,2015-12-07
692.2067495824700,2015-12-08
688.3131948869270,2015-12-09
692.5258135711750,2015-12-10
694.5446253050270,2015-12-11
705.9025043665550,2015-12-14
712.3146252293110,2015-12-15
714.2807769046640,2015-12-16
717.7328415421970,2015-12-17
712.494782897441,2015-12-18
707.8633901159700,2015-12-21
709.3089923317100,2015-12-22
709.3714456849510,2015-12-23
711.7417277958510,2015-12-24
721.4454080295150,2015-12-28
715.2209694415790,2015-12-29
712.8565302032450,2015-12-30
708.1534524446520,2015-12-31
708.3110539878530,2016-01-04
712.866359997676,2016-01-05
714.2067759265160,2016-01-06
715.8800575434340,2016-01-07
720.555765949799,2016-01-08
715.6938882356560,2016-01-11
713.5637745270230,2016-01-12
710.6013020195790,2016-01-13
706.2700866423950,2016-01-14
709.4361406274420,2016-01-15
703.7223576409280,2016-01-19
704.6530781815330,2016-01-20
702.561107287951,2016-01-21
701.2612784981580,2016-01-22
702.5363425980470,2016-01-25
703.3301703919000,2016-01-26
713.3545675961130,2016-01-27
721.6584595591040,2016-01-28
726.7111325858040,2016-01-29
726.7629108715480,2016-02-01
724.252818836566,2016-02-02
725.9474736941240,2016-02-03
725.858761637053,2016-02-04
727.3889003703060,2016-02-05
731.4829726199240,2016-02-08
736.4250363281100,2016-02-09
736.2021099355230,2016-02-10
734.0293702517560,2016-02-11
734.0179598252570,2016-02-12
733.0095699547170,2016-02-16
732.1860255274790,2016-02-17
735.3018660234000,2016-02-18
733.3566410051190,2016-02-19
732.4628843112200,2016-02-22
726.7242862035140,2016-02-23
726.2957403474840,2016-02-24
725.550473086717,2016-02-25
722.323986097871,2016-02-26
723.3552886820700,2016-02-29
721.8466435382930,2016-03-01
717.5290764415960,2016-03-02
718.9168505015280,2016-03-03
717.5175507428200,2016-03-04
720.1453710858540,2016-03-07
720.5572862174170,2016-03-08
715.0362144120140,2016-03-09
707.6807407917810,2016-03-10
710.7899107828030,2016-03-11
707.6198571821550,2016-03-14
709.6816338881660,2016-03-15
711.1482581253650,2016-03-16
708.2542909450780,2016-03-17
705.6037647139810,2016-03-18
702.8184990775580,2016-03-21
704.2486222993860,2016-03-22
707.9730385899940,2016-03-23
711.791615302845,2016-03-24
714.6685260972670,2016-03-28
710.4384234818560,2016-03-29
704.0848239721640,2016-03-30
705.0882945478400,2016-03-31
706.7738601037540,2016-04-01
706.1417940920510,2016-04-04
713.1535807074510,2016-04-05
714.0193672224900,2016-04-06
717.244872766897,2016-04-07
713.459073696146,2016-04-08
706.610614870185,2016-04-11
702.7644786906440,2016-04-12
704.4674012140230,2016-04-13
709.1609173202900,2016-04-14
713.2112224131410,2016-04-15
716.0097489174230,2016-04-18
724.9057468285650,2016-04-19
725.4918303357420,2016-04-20
729.4403032742430,2016-04-21
723.9933882149100,2016-04-22
732.8886947016430,2016-04-25
733.2236968216020,2016-04-26
735.9732762569090,2016-04-27
728.8458364328960,2016-04-28
730.8517394174370,2016-04-29
729.6197231813800,2016-05-02
736.6623819938580,2016-05-03
735.9658510624120,2016-05-04
735.9762599015930,2016-05-05
737.9869647445820,2016-05-06
739.992808917265,2016-05-09
746.4773656023770,2016-05-10
748.157184145555,2016-05-11
748.222866724126,2016-05-12
752.8464274027750,2016-05-13
742.2351222574110,2016-05-16
744.1376666821610,2016-05-17
742.6102823826570,2016-05-18
742.859359581791,2016-05-19
751.0654207862070,2016-05-20
753.2568159342820,2016-05-23
749.6000840459020,2016-05-24
752.4587357160200,2016-05-25
749.7395742092090,2016-05-26
744.8245195944600,2016-05-27
745.5221142538450,2016-05-31
747.8482464677900,2016-06-01
744.9853713578510,2016-06-02
740.5787743509960,2016-06-03
740.0545628345660,2016-06-06
742.2534680984640,2016-06-07
739.5529527729270,2016-06-08
739.6586932161760,2016-06-09
740.0330608494620,2016-06-10
743.3890915366100,2016-06-13
749.5167557990410,2016-06-14
750.7984789628530,2016-06-15
756.5410587027890,2016-06-16
756.4745020030480,2016-06-17
756.6076154014970,2016-06-20
755.3227344180540,2016-06-21
749.6774386587060,2016-06-22
746.4862193523290,2016-06-23
748.1302849799400,2016-06-24
746.8248375050840,2016-06-27
748.037065632586,2016-06-28
744.3571994411700,2016-06-29
742.853264399725,2016-06-30
745.3612444217390,2016-07-01
740.7300964195730,2016-07-05
741.6048569947130,2016-07-06
754.2163670317300,2016-07-07
755.4652742852970,2016-07-08
758.649710244713,2016-07-11
764.3758784861110,2016-07-12
756.2192544290690,2016-07-13
760.8129765159760,2016-07-14
765.7210379446900,2016-07-15
765.8611545488480,2016-07-18
769.2659856404130,2016-07-19
759.2708370789080,2016-07-20
755.7668593007430,2016-07-21
754.2905407842190,2016-07-22
751.8303049005650,2016-07-25
754.048272846559,2016-07-26
753.7161879898310,2016-07-27
753.4364708910350,2016-07-28
756.5960410697310,2016-07-29
763.0824370597540,2016-08-01
767.0951137214610,2016-08-02
764.4117919434720,2016-08-03
765.2586527218690,2016-08-04
758.9569188567690,2016-08-05
758.8006367760470,2016-08-08
755.790731240194,2016-08-09
754.8450546439980,2016-08-10
757.6514862802530,2016-08-11
756.5126518104160,2016-08-12
763.3660408399300,2016-08-15
757.4030270730560,2016-08-16
762.2048527081500,2016-08-17
776.4213062139020,2016-08-18
771.5140647124390,2016-08-19
776.496984914318,2016-08-22
790.1302053430930,2016-08-23
800.0785796300430,2016-08-24
807.2615682580690,2016-08-25
806.237524802712,2016-08-26
805.2632461482750,2016-08-29
807.9901065505190,2016-08-30
808.1967960155060,2016-08-31
810.0939116028490,2016-09-01
809.1263413574930,2016-09-02
815.5154976373210,2016-09-06
813.0459827101500,2016-09-07
816.3831076035430,2016-09-08
808.5641182623850,2016-09-09
814.4028452929290,2016-09-12
816.4054102237980,2016-09-13
816.1537988017340,2016-09-14
819.1870363508200,2016-09-15
822.7230525416310,2016-09-16
823.8602863225830,2016-09-19
817.5680055911220,2016-09-20
808.313963559724,2016-09-21
806.620814858997,2016-09-22
810.430710336882,2016-09-23
813.6062546125570,2016-09-26
816.1208464237720,2016-09-27
823.3852304217200,2016-09-28
819.6198569715560,2016-09-29
820.51262512168,2016-09-30
825.48715418187,2016-10-03
821.3407214090160,2016-10-04
814.8567146018840,2016-10-05
822.0958142695940,2016-10-06
817.2619815715530,2016-10-07
821.772180960947,2016-10-10
827.8432884741520,2016-10-11
830.2635598222090,2016-10-12
839.4418467811620,2016-10-13
844.8087166243640,2016-10-14
839.5999722645750,2016-10-17
836.8437877186550,2016-10-18
836.6687226296970,2016-10-19
835.9160411061740,2016-10-20
839.8711861588180,2016-10-21
843.2567463800190,2016-10-24
848.9989760270870,2016-10-25
856.7736188057470,2016-10-26
849.8308510037560,2016-10-27
848.4708623083590,2016-10-28
850.461512769927,2016-10-31
851.9628381875620,2016-11-01
851.7823826155350,2016-11-02
843.1368961387130,2016-11-03
844.776791036222,2016-11-04
831.8457125526530,2016-11-07
832.0613471982590,2016-11-08
828.806349707521,2016-11-09
836.9716329556090,2016-11-10
841.8826977596010,2016-11-11
860.3722220868060,2016-11-14
862.7612795663810,2016-11-15
867.6688264612800,2016-11-16
869.1702943022090,2016-11-17
871.9798258604740,2016-11-18
873.7152513467200,2016-11-21
883.1403142142480,2016-11-22
884.1502452371810,2016-11-23
869.5644473796180,2016-11-25
877.1566018663410,2016-11-28
871.5934112341220,2016-11-29
869.7566705405300,2016-11-30
867.642688264022,2016-12-01
869.8068359940190,2016-12-02
862.67092747483,2016-12-05
857.1930497414420,2016-12-06
853.6492451511850,2016-12-07
860.2681214341640,2016-12-08
863.8617428376410,2016-12-09
865.7420196788560,2016-12-12
865.6007423732960,2016-12-13
874.089288156406,2016-12-14
877.7858288742530,2016-12-15
878.3697651968950,2016-12-16
877.8520277550690,2016-12-19
878.9037651196730,2016-12-20
874.1487131910310,2016-12-21
879.9637372979850,2016-12-22
883.3109597302540,2016-12-23
882.192867707085,2016-12-27
880.662822827533,2016-12-28
876.5555666673350,2016-12-29
877.3012638263810,2016-12-30
879.9591469640840,2017-01-03
882.2950501907980,2017-01-04
873.9255376222950,2017-01-05
871.480329011778,2017-01-06
874.0959689842160,2017-01-09
876.8148922963930,2017-01-10
879.3115290162420,2017-01-11
872.7648973058500,2017-01-12
869.3987728888800,2017-01-13
861.9157124115220,2017-01-17
855.9334547737580,2017-01-18
850.5618735000300,2017-01-19
849.648161062338,2017-01-20
865.9257671951250,2017-01-23
870.4387111678020,2017-01-24
868.8387442702290,2017-01-25
871.019904010891,2017-01-26
868.9597013172600,2017-01-27
865.2185775415340,2017-01-30
873.9880937834360,2017-01-31
877.2133307017090,2017-02-01
881.1149316025930,2017-02-02
875.6887497600110,2017-02-03
883.7391145268410,2017-02-06
873.7368643092570,2017-02-07
881.3496185378370,2017-02-08
878.802867203232,2017-02-09
879.4404258396760,2017-02-10
879.448051329637,2017-02-13
889.4018087747610,2017-02-14
883.8818672777690,2017-02-15
886.0324541875060,2017-02-16
891.2304575480380,2017-02-17
894.1906671319710,2017-02-21
894.453459300688,2017-02-22
887.4973560308160,2017-02-23
885.4624756198650,2017-02-24
894.6445440736360,2017-02-27
886.2038367304510,2017-02-28
889.1749344172050,2017-03-01
888.6029585665580,2017-03-02
880.2419022803720,2017-03-03
872.8983908600370,2017-03-06
871.6291163490140,2017-03-07
866.5186383275390,2017-03-08
879.3137705053550,2017-03-09
875.9552723327650,2017-03-10
879.5790613088160,2017-03-13
871.84866574791,2017-03-14
870.8860934550230,2017-03-15
874.553949867586,2017-03-16
876.8973261597320,2017-03-17
883.8523064895370,2017-03-20
892.8792204164380,2017-03-21
893.5544141533350,2017-03-22
896.5132725754850,2017-03-23
898.1330234305050,2017-03-24
890.9963696005560,2017-03-27
884.6854169195780,2017-03-28
878.454101196145,2017-03-29
875.0327198713310,2017-03-30
868.5853817396560,2017-03-31
861.7119109928640,2017-04-03
848.5045660409370,2017-04-04
845.8092279797120,2017-04-05
845.3748126942030,2017-04-06
838.9788609775730,2017-04-07
835.8418915624180,2017-04-10
838.3031403731860,2017-04-11
833.5922324565210,2017-04-12
838.7055910991830,2017-04-13
836.7990624003990,2017-04-17
842.9857980646610,2017-04-18
847.5122866337880,2017-04-19
841.3587225596320,2017-04-20
837.8811131322090,2017-04-21
830.3634713282690,2017-04-24
830.9401803805030,2017-04-25
834.2683100939480,2017-04-26
840.5238381751420,2017-04-27
834.1928571940230,2017-04-28
835.3954476277580,2017-05-01
849.225318269104,2017-05-02
855.1505610577470,2017-05-03
860.8925758770650,2017-05-04
858.675987560645,2017-05-05
854.1551670259660,2017-05-08
845.8304457920900,2017-05-09
847.7225938692280,2017-05-10
849.1529421042080,2017-05-11
850.5698530579780,2017-05-12
846.245709171761,2017-05-15
854.6071404640900,2017-05-16
855.987095553387,2017-05-17
852.815159285229,2017-05-18
852.0329267235550,2017-05-19
849.1358052326000,2017-05-22
847.3882125943440,2017-05-23
850.3279900552250,2017-05-24
847.7868372116880,2017-05-25
848.8520475343130,2017-05-26
842.2496805102110,2017-05-30
841.1392076347130,2017-05-31
840.5805178630840,2017-06-01
830.0485804834340,2017-06-02
825.2575835141800,2017-06-05
835.822788366682,2017-06-06
831.0964808057760,2017-06-07
826.954656858358,2017-06-08
826.4840748973740,2017-06-09
830.488866069241,2017-06-12
825.4877566710020,2017-06-13
820.0718787070640,2017-06-14
824.4690248787390,2017-06-15
833.4693658340630,2017-06-16
828.3316019003140,2017-06-19
820.2802942097430,2017-06-20
818.7249486138310,2017-06-21
820.9457584704490,2017-06-22
816.7607721362690,2017-06-23
811.158830289898,2017-06-26
814.6007949558,2017-06-27
810.3443631683580,2017-06-28
806.4782329981650,2017-06-29
809.728070856749,2017-06-30