price,date,ticker
104.0,2016-07-01,A
104.87815067615500,2016-07-05,A
104.41190933506300,2016-07-06,A
104.93195657145000,2016-07-07,A
104.42127356374400,2016-07-08,A
104.48233796748300,2016-07-11,A
103.40686762477400,2016-07-12,A
103.9591303830490,2016-07-13,A
104.28469233758700,2016-07-14,A
104.66676708484200,2016-07-15,A
104.17156610731600,2016-07-18,A
104.13991075455400,2016-07-19,A
104.79582404775200,2016-07-20,A
105.87675465461600,2016-07-21,A
105.93709383205700,2016-07-22,A
105.99824339629800,2016-07-25,A
106.66192069875700,2016-07-26,A
106.43128726583500,2016-07-27,A
107.24942817664500,2016-07-28,A
106.92252227151600,2016-07-29,A
107.19164012859000,2016-08-01,A
107.76739981019900,2016-08-02,A
106.79760036376000,2016-08-03,A
106.37017472757200,2016-08-04,A
107.25706082740400,2016-08-05,A
106.32520729915600,2016-08-08,A
106.39761885327700,2016-08-09,A
105.40582903661800,2016-08-10,A
104.76581330979400,2016-08-11,A
104.54658054564500,2016-08-12,A
104.16731852181000,2016-08-15,A
104.20780001476100,2016-08-16,A
104.7355761493420,2016-08-17,A
104.1535430975010,2016-08-18,A
104.19534374424600,2016-08-19,A
104.2475736064230,2016-08-22,A
104.86594308196400,2016-08-23,A
105.5339054469480,2016-08-24,A
104.89166888729600,2016-08-25,A
105.41404099234200,2016-08-26,A
105.84159342092600,2016-08-29,A
104.25883692068000,2016-08-30,A
104.34314558998800,2016-08-31,A
105.0531392172160,2016-09-01,A
104.7155555671810,2016-09-02,A
105.58843450060000,2016-09-06,A
105.82575994957000,2016-09-07,A
106.40576836769600,2016-09-08,A
106.33895474987000,2016-09-09,A
106.45935569714400,2016-09-12,A
104.97493607225900,2016-09-13,A
104.51324100590000,2016-09-14,A
104.56447114723400,2016-09-15,A
104.42426708739800,2016-09-16,A
104.36017878164000,2016-09-19,A
104.65702984256800,2016-09-20,A
103.8770651464120,2016-09-21,A
105.32574951231100,2016-09-22,A
106.230251704852,2016-09-23,A
106.49466606265100,2016-09-26,A
107.28862190975100,2016-09-27,A
106.90267998732100,2016-09-28,A
106.56629592520200,2016-09-29,A
105.08773418645500,2016-09-30,A
104.7124724776130,2016-10-03,A
104.11672058372300,2016-10-04,A
103.84410015144100,2016-10-05,A
102.9642307762590,2016-10-06,A
104.16179785387300,2016-10-07,A
104.93050731747200,2016-10-10,A
105.97005797025600,2016-10-11,A
104.98281570660500,2016-10-12,A
105.81152696173300,2016-10-13,A
106.22262800781200,2016-10-14,A
106.27313381187100,2016-10-17,A
106.45384136147000,2016-10-18,A
107.72994596430700,2016-10-19,A
108.01352782071600,2016-10-20,A
108.65409495699900,2016-10-21,A
108.77072832380000,2016-10-24,A
109.50407838955700,2016-10-25,A
109.94799240486000,2016-10-26,A
110.1384286324780,2016-10-27,A
110.41164125212500,2016-10-28,A
110.99180153896100,2016-10-31,A
111.68924790247000,2016-11-01,A
112.15238938011600,2016-11-02,A
111.34045301062300,2016-11-03,A
111.60930907791600,2016-11-04,A
110.44129521062400,2016-11-07,A
110.03869380880200,2016-11-08,A
109.91185342518800,2016-11-09,A
110.8208301301040,2016-11-10,A
109.80198898321200,2016-11-11,A
109.61174221075300,2016-11-14,A
109.19186431107800,2016-11-15,A
108.94667888415100,2016-11-16,A
109.20028536548500,2016-11-17,A
109.15540847031800,2016-11-18,A
108.62400996724100,2016-11-21,A
108.99543759775800,2016-11-22,A
107.74700405713500,2016-11-23,A
107.97494327657300,2016-11-25,A
107.59052185552900,2016-11-28,A
106.39331171827500,2016-11-29,A
107.00318574657600,2016-11-30,A
107.3673403807310,2016-12-01,A
106.4260979750730,2016-12-02,A
106.32989842738300,2016-12-05,A
105.7805053952620,2016-12-06,A
105.06604606111000,2016-12-07,A
105.98344324091400,2016-12-08,A
105.83297898254100,2016-12-09,A
104.57978697805400,2016-12-12,A
103.97471014292400,2016-12-13,A
104.54551837965600,2016-12-14,A
104.32558680495200,2016-12-15,A
104.61834849436600,2016-12-16,A
104.86093524328400,2016-12-19,A
105.0870744880630,2016-12-20,A
104.91445082632100,2016-12-21,A
105.63621189411400,2016-12-22,A
105.97928946012500,2016-12-23,A
105.58959421203900,2016-12-27,A
106.2533164278800,2016-12-28,A
105.98952520981200,2016-12-29,A
104.84789839231400,2016-12-30,A
105.24633220461200,2017-01-03,A
105.49340322050300,2017-01-04,A
106.2019977529750,2017-01-05,A
105.44350526507900,2017-01-06,A
105.49373493263300,2017-01-09,A
104.57496795441900,2017-01-10,A
105.08185066165800,2017-01-11,A
105.8043287751060,2017-01-12,A
106.34746250326600,2017-01-13,A
106.55864244876600,2017-01-17,A
105.54359222176900,2017-01-18,A
105.31256328011400,2017-01-19,A
105.39279084065900,2017-01-20,A
105.67218523065500,2017-01-23,A
105.56024479446700,2017-01-24,A
105.44985276071800,2017-01-25,A
106.31128572467500,2017-01-26,A
106.0524503090270,2017-01-27,A
106.88116153915800,2017-01-30,A
105.93310285842700,2017-01-31,A
106.054179476072,2017-02-01,A
106.22707555487100,2017-02-02,A
106.8007069718140,2017-02-03,A
107.37603401487000,2017-02-06,A
106.52791913834000,2017-02-07,A
105.01778888188400,2017-02-08,A
105.57984370981500,2017-02-09,A
105.30917881279400,2017-02-10,A
106.46775267747200,2017-02-13,A
105.97991225598200,2017-02-14,A
104.60316567758700,2017-02-15,A
105.9442486926100,2017-02-16,A
106.91494144521100,2017-02-17,A
107.43307249661500,2017-02-21,A
106.70206379404100,2017-02-22,A
107.40228313476500,2017-02-23,A
107.53839792123900,2017-02-24,A
106.76464530625200,2017-02-27,A
106.93925373830900,2017-02-28,A
107.5418906430050,2017-03-01,A
107.50102674603100,2017-03-02,A
107.11904057612500,2017-03-03,A
107.90849017717100,2017-03-06,A
107.55955829065200,2017-03-07,A
107.00984336955500,2017-03-08,A
107.28954139024000,2017-03-09,A
107.07318273895100,2017-03-10,A
108.54767657360600,2017-03-13,A
109.02407701236200,2017-03-14,A
110.42438916911100,2017-03-15,A
109.82712229883400,2017-03-16,A
109.41778128903900,2017-03-17,A
109.26268620383100,2017-03-20,A
109.15865916961300,2017-03-21,A
109.59201397402300,2017-03-22,A
109.1792051523600,2017-03-23,A
109.83347382989600,2017-03-24,A
108.99212612197300,2017-03-27,A
108.87667229736900,2017-03-28,A
109.11567867513000,2017-03-29,A
110.14970695659200,2017-03-30,A
110.193384360099,2017-03-31,A
110.14327400337800,2017-04-03,A
109.68425503645100,2017-04-04,A
109.79211154929500,2017-04-05,A
108.89701873854100,2017-04-06,A
109.08632179090100,2017-04-07,A
108.17607176592400,2017-04-10,A
106.97790913533100,2017-04-11,A
106.64905188276400,2017-04-12,A
106.11364798173500,2017-04-13,A
106.55383329339800,2017-04-17,A
106.9106877870170,2017-04-18,A
105.71149390238700,2017-04-19,A
106.29742705474000,2017-04-20,A
105.03899798634500,2017-04-21,A
105.96703426972100,2017-04-24,A
107.36712012874800,2017-04-25,A
108.6208194926430,2017-04-26,A
108.9632436272640,2017-04-27,A
107.57288320385600,2017-04-28,A
108.03127019947700,2017-05-01,A
108.35427662464300,2017-05-02,A
109.18194160695600,2017-05-03,A
109.71029080642800,2017-05-04,A
109.68981407560300,2017-05-05,A
110.98990496311000,2017-05-08,A
111.36177549687400,2017-05-09,A
111.0122081014910,2017-05-10,A
111.01190922810300,2017-05-11,A
110.01130626168100,2017-05-12,A
110.17162372276000,2017-05-15,A
110.17803187059300,2017-05-16,A
110.19570682399100,2017-05-17,A
110.29063439657800,2017-05-18,A
111.24479607852700,2017-05-19,A
111.24161280900000,2017-05-22,A
110.01013582093200,2017-05-23,A
110.76888911924800,2017-05-24,A
111.6966162532820,2017-05-25,A
111.74628297709900,2017-05-26,A
113.25353439563800,2017-05-30,A
113.64918192700300,2017-05-31,A
115.62868405133600,2017-06-01,A
116.01725792321100,2017-06-02,A
116.95293107003200,2017-06-05,A
116.67816960489300,2017-06-06,A
115.075779256282,2017-06-07,A
116.9717350978080,2017-06-08,A
117.10670353137300,2017-06-09,A
117.82214878154500,2017-06-12,A
117.72421590630500,2017-06-13,A
118.08592369503000,2017-06-14,A
118.93240834543000,2017-06-15,A
120.38779792070400,2017-06-16,A
120.35281297437500,2017-06-19,A
120.49000836617400,2017-06-20,A
120.47502037526700,2017-06-21,A
120.25913142194900,2017-06-22,A
119.84080802849400,2017-06-23,A
120.08306159685000,2017-06-26,A
120.28304898318100,2017-06-27,A
120.91696662057300,2017-06-28,A
120.3165751209430,2017-06-29,A
120.41291993373300,2017-06-30,A
82.0,2016-07-01,B
82.39027880655580,2016-07-05,B
82.5652803416583,2016-07-06,B
83.28982590247570,2016-07-07,B
83.05130145004520,2016-07-08,B
83.03690171325030,2016-07-11,B
82.80883463604870,2016-07-12,B
81.9640349848397,2016-07-13,B
81.63938890786400,2016-07-14,B
81.33741770742530,2016-07-15,B
81.48823320866980,2016-07-18,B
82.10314711803800,2016-07-19,B
82.8846725271368,2016-07-20,B
82.63293088681510,2016-07-21,B
81.9617000080722,2016-07-22,B
81.3248953346761,2016-07-25,B
80.70318943513300,2016-07-26,B
80.7394111404197,2016-07-27,B
81.83180550111110,2016-07-28,B
80.95658815803480,2016-07-29,B
81.46514391615690,2016-08-01,B
81.13109903282430,2016-08-02,B
80.26017085643660,2016-08-03,B
80.35970150328240,2016-08-04,B
81.48344911553260,2016-08-05,B
82.06592814189160,2016-08-08,B
82.56118876268190,2016-08-09,B
82.26380284063100,2016-08-10,B
82.30163747725070,2016-08-11,B
83.93789798278290,2016-08-12,B
83.04507167400810,2016-08-15,B
83.80853376158020,2016-08-16,B
83.07677278681960,2016-08-17,B
83.6899265829473,2016-08-18,B
83.11858277067250,2016-08-19,B
83.88177540392280,2016-08-22,B
84.38855925172830,2016-08-23,B
84.4517053492405,2016-08-24,B
85.32826368391720,2016-08-25,B
85.25572455037590,2016-08-26,B
85.45369582981280,2016-08-29,B
82.89276617370650,2016-08-30,B
82.39310348285990,2016-08-31,B
82.09160159936980,2016-09-01,B
83.48634495003130,2016-09-02,B
83.39078350241050,2016-09-06,B
84.06191212588840,2016-09-07,B
85.02622285922730,2016-09-08,B
85.79473262046140,2016-09-09,B
85.95485776638270,2016-09-12,B
86.03017534219490,2016-09-13,B
86.18833955665840,2016-09-14,B
85.52461691096540,2016-09-15,B
85.32941725680420,2016-09-16,B
84.4754761789464,2016-09-19,B
84.70293734139360,2016-09-20,B
86.02555064275800,2016-09-21,B
86.42752100632040,2016-09-22,B
85.94386093393680,2016-09-23,B
85.40241852699000,2016-09-26,B
86.22175546963240,2016-09-27,B
85.21201731302670,2016-09-28,B
86.31887184621410,2016-09-29,B
85.59827573296500,2016-09-30,B
86.2984510276552,2016-10-03,B
85.08233689184000,2016-10-04,B
84.40225404818580,2016-10-05,B
83.89818943813340,2016-10-06,B
83.97041903721700,2016-10-07,B
85.32622922119020,2016-10-10,B
85.12565083476040,2016-10-11,B
85.12281542235290,2016-10-12,B
86.6259168504227,2016-10-13,B
85.80228123552080,2016-10-14,B
85.04070505031700,2016-10-17,B
85.36766756055600,2016-10-18,B
87.6204554310589,2016-10-19,B
89.02251393215510,2016-10-20,B
88.32782026095110,2016-10-21,B
89.22758484865930,2016-10-24,B
88.43672926219110,2016-10-25,B
89.45480054147140,2016-10-26,B
87.68355592039400,2016-10-27,B
88.64308822074700,2016-10-28,B
89.61785546585130,2016-10-31,B
90.55335571917010,2016-11-01,B
90.99335609151480,2016-11-02,B
92.22557006367230,2016-11-03,B
91.87016448900450,2016-11-04,B
91.16324495260510,2016-11-07,B
91.97947684341320,2016-11-08,B
92.9388398259952,2016-11-09,B
93.83216203753810,2016-11-10,B
93.47450786773600,2016-11-11,B
93.52749505841170,2016-11-14,B
92.25139300655280,2016-11-15,B
92.6579295965024,2016-11-16,B
90.8460864461842,2016-11-17,B
92.26968099527330,2016-11-18,B
91.70734981186840,2016-11-21,B
93.91656122726130,2016-11-22,B
92.13048804882810,2016-11-23,B
94.50438654640930,2016-11-25,B
94.7473149332066,2016-11-28,B
93.60471986249570,2016-11-29,B
96.27322616539270,2016-11-30,B
96.49529801580990,2016-12-01,B
97.02338261821980,2016-12-02,B
96.50506703372530,2016-12-05,B
98.8932336108936,2016-12-06,B
97.89711389102640,2016-12-07,B
97.99051791211900,2016-12-08,B
97.32260000897430,2016-12-09,B
97.23362350718470,2016-12-12,B
98.16060227515860,2016-12-13,B
98.09988356446930,2016-12-14,B
99.43077149203110,2016-12-15,B
99.85154881581290,2016-12-16,B
99.77168199408000,2016-12-19,B
98.57347327563870,2016-12-20,B
98.87673382540560,2016-12-21,B
96.86460249679230,2016-12-22,B
97.55459168973410,2016-12-23,B
96.75444212751850,2016-12-27,B
96.53636247536880,2016-12-28,B
96.66687806079280,2016-12-29,B
97.09818655273770,2016-12-30,B
97.4246794626995,2017-01-03,B
96.25321335171210,2017-01-04,B
98.07707212588460,2017-01-05,B
97.47637619492230,2017-01-06,B
97.17261330376050,2017-01-09,B
98.18287590193280,2017-01-10,B
96.60731464543800,2017-01-11,B
96.18490557060630,2017-01-12,B
98.12929159587710,2017-01-13,B
99.04024505384290,2017-01-17,B
100.40711408022800,2017-01-18,B
97.6142634549575,2017-01-19,B
96.91469086777870,2017-01-20,B
96.03308160246990,2017-01-23,B
94.67758089626900,2017-01-24,B
93.14393329306970,2017-01-25,B
93.35420474896630,2017-01-26,B
94.29333544746560,2017-01-27,B
95.22833211549630,2017-01-30,B
94.92344677569350,2017-01-31,B
95.59245920214360,2017-02-01,B
95.62790240963260,2017-02-02,B
94.0018889402374,2017-02-03,B
92.47296426289,2017-02-06,B
91.51783770990030,2017-02-07,B
91.40255608848150,2017-02-08,B
93.25854765424520,2017-02-09,B
93.18331166208610,2017-02-10,B
92.13037753774560,2017-02-13,B
91.84356701430780,2017-02-14,B
92.79502254361460,2017-02-15,B
92.6785069248823,2017-02-16,B
91.8735732122646,2017-02-17,B
91.44690931230700,2017-02-21,B
92.26204094774530,2017-02-22,B
90.81548030617230,2017-02-23,B
89.80658306431480,2017-02-24,B
90.17597659469680,2017-02-27,B
90.10693334426500,2017-02-28,B
89.44123556809090,2017-03-01,B
90.92017727921950,2017-03-02,B
91.24226722173690,2017-03-03,B
91.10636066606070,2017-03-06,B
90.90706267487300,2017-03-07,B
89.36541587627680,2017-03-08,B
89.16817853896770,2017-03-09,B
89.28109777301600,2017-03-10,B
88.18385663504710,2017-03-13,B
89.63284881040230,2017-03-14,B
88.95617195420630,2017-03-15,B
89.96502203996020,2017-03-16,B
88.59562207274040,2017-03-17,B
88.82540278976090,2017-03-20,B
89.24678330072810,2017-03-21,B
88.78047795214780,2017-03-22,B
88.9487272120044,2017-03-23,B
89.41478854695110,2017-03-24,B
88.92248149816560,2017-03-27,B
87.988788488148,2017-03-28,B
87.11638341153640,2017-03-29,B
86.1198554718709,2017-03-30,B
86.242127233922,2017-03-31,B
86.43147343476780,2017-04-03,B
89.07269450186920,2017-04-04,B
88.17254919729520,2017-04-05,B
88.46359793269820,2017-04-06,B
88.30925697543310,2017-04-07,B
88.65761522857980,2017-04-10,B
90.5081199838781,2017-04-11,B
92.4979509692623,2017-04-12,B
90.68911515608090,2017-04-13,B
89.71974497585500,2017-04-17,B
89.12558905248160,2017-04-18,B
90.8676249539463,2017-04-19,B
91.09032198614870,2017-04-20,B
90.82320328206990,2017-04-21,B
91.0722931006302,2017-04-24,B
92.69459816226580,2017-04-25,B
91.35337139111840,2017-04-26,B
92.18726462872970,2017-04-27,B
91.21147804499350,2017-04-28,B
91.79642103161200,2017-05-01,B
92.73325664817860,2017-05-02,B
94.02812162396310,2017-05-03,B
94.96062057331650,2017-05-04,B
95.03945744418280,2017-05-05,B
94.44790715081700,2017-05-08,B
92.04511385264380,2017-05-09,B
90.68985148876530,2017-05-10,B
90.01302130697960,2017-05-11,B
90.10756969547090,2017-05-12,B
88.54779614197130,2017-05-15,B
88.35010517052420,2017-05-16,B
90.74087293165950,2017-05-17,B
91.49142536675630,2017-05-18,B
92.66721888788160,2017-05-19,B
94.07897719543150,2017-05-22,B
93.82942095694450,2017-05-23,B
91.06857281399580,2017-05-24,B
92.62917864757620,2017-05-25,B
91.9298298269509,2017-05-26,B
92.22086001780350,2017-05-30,B
93.16304289633710,2017-05-31,B
94.85710014228670,2017-06-01,B
92.99913773397440,2017-06-02,B
90.53482833177630,2017-06-05,B
90.93567181705910,2017-06-06,B
90.99269787228860,2017-06-07,B
91.93666221991100,2017-06-08,B
91.37121707577410,2017-06-09,B
91.25853315210010,2017-06-12,B
91.06518272817930,2017-06-13,B
89.739451456876,2017-06-14,B
90.05827140475260,2017-06-15,B
89.6027597465541,2017-06-16,B
89.26635772866340,2017-06-19,B
87.92067133714050,2017-06-20,B
86.4712243241644,2017-06-21,B
86.96530035968240,2017-06-22,B
85.98096349798120,2017-06-23,B
85.29307815608940,2017-06-26,B
86.52142468257210,2017-06-27,B
85.5969736206676,2017-06-28,B
86.38499946064210,2017-06-29,B
87.47975707277150,2017-06-30,B